unity_time	capture_time_ns	frame_number	gaze_validity_L	gaze_validity_R	gaze_validity_C	gaze_origin_L.x	gaze_origin_L.y	gaze_origin_L.z	gaze_origin_R.x	gaze_origin_R.y	gaze_origin_R.z	gaze_origin_C.x	gaze_origin_C.y	gaze_origin_C.z	gaze_direct_L.x	gaze_direct_L.y	gaze_direct_L.z	gaze_direct_R.x	gaze_direct_R.y	gaze_direct_R.z	gaze_direct_C.x	gaze_direct_C.y	gaze_direct_C.z	focus_distance	focus_stability	IPD_mm	left_pupil_mm	left_iris_mm	left_ratio	right_pupil_mm	right_iris_mm	right_ratio	fixationPoint.x	fixationPoint.y	fixationPoint.z	gaze_contingency_L.x	gaze_contingency_L.y	gaze_contingency_L.z	gaze_contingency_R.x	gaze_contingency_R.y	gaze_contingency_R.z	gaze_contingency_C.x	gaze_contingency_C.y	gaze_contingency_C.z
8.6322	1000676833368935100	200059	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24643	0.09832	0.96416	0.02982	0.10141	0.99440	0.11111	0.10083	0.98868	0.29507	0.00000	61.15000	2.50094	6.32240	0.39557	2.42820	6.19585	0.39191	-0.19640	0.35555	-0.29460	-0.74761	0.38334	0.13548	-0.83470	0.37440	0.00870	-0.81042	0.37737	0.05098
8.6322	1000676833373945100	200060	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24576	0.09804	0.96436	0.03021	0.10110	0.99442	0.11253	0.10050	0.98855	0.29655	0.00000	61.15000	2.50094	6.32240	0.39557	2.42820	6.19585	0.39191	-0.19748	0.35553	-0.29351	-0.74803	0.38300	0.13495	-0.83453	0.37411	0.00907	-0.80972	0.37715	0.05224
8.6435	1000676833378952800	200061	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24484	0.09780	0.96462	0.03061	0.10082	0.99443	0.11398	0.10021	0.98842	0.29843	0.25451	61.15000	2.50179	6.32240	0.39570	2.42941	6.19585	0.39210	-0.19889	0.35557	-0.29226	-0.74858	0.38275	0.13417	-0.83435	0.37391	0.00941	-0.80898	0.37702	0.05348
8.6435	1000676833383960500	200062	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24371	0.09761	0.96492	0.03099	0.10060	0.99444	0.11534	0.09998	0.98828	0.30059	0.33492	61.15000	2.50179	6.32240	0.39570	2.42941	6.19585	0.39210	-0.20057	0.35559	-0.29083	-0.74928	0.38247	0.13326	-0.83419	0.37371	0.00977	-0.80830	0.37688	0.05469
8.6544	1000676833389038700	200063	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24259	0.09745	0.96522	0.03138	0.10040	0.99445	0.11676	0.09977	0.98814	0.30280	0.32631	61.15000	2.50239	6.32240	0.39580	2.43132	6.19585	0.39241	-0.20232	0.35564	-0.28942	-0.75010	0.38227	0.13219	-0.83412	0.37358	0.00996	-0.80770	0.37681	0.05577
8.6544	1000676833394014000	200064	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24139	0.09735	0.96553	0.03173	0.10027	0.99445	0.11790	0.09962	0.98802	0.30510	0.38524	61.15000	2.50239	6.32240	0.39580	2.43132	6.19585	0.39241	-0.20414	0.35569	-0.28798	-0.75084	0.38207	0.13122	-0.83397	0.37346	0.01029	-0.80713	0.37675	0.05677
8.6658	1000676833399019400	200065	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24024	0.09728	0.96583	0.03202	0.10016	0.99446	0.11893	0.09950	0.98790	0.30728	0.67280	61.15000	2.50348	6.32240	0.39597	2.43322	6.19585	0.39272	-0.20596	0.35584	-0.28672	-0.75176	0.38221	0.13001	-0.83402	0.37366	0.01027	-0.80679	0.37701	0.05740
8.6658	1000676833404050200	200066	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23919	0.09721	0.96609	0.03230	0.10007	0.99446	0.11984	0.09940	0.98780	0.30931	0.67916	61.15000	2.50348	6.32240	0.39597	2.43322	6.19585	0.39272	-0.20759	0.35589	-0.28546	-0.75241	0.38206	0.12916	-0.83390	0.37359	0.01054	-0.80634	0.37697	0.05820
8.6658	1000676833409057900	200067	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23814	0.09714	0.96636	0.03259	0.09996	0.99446	0.12058	0.09929	0.98773	0.31138	0.68540	61.15000	2.50348	6.32240	0.39597	2.43322	6.19585	0.39272	-0.20926	0.35594	-0.28423	-0.75305	0.38190	0.12830	-0.83378	0.37351	0.01080	-0.80597	0.37692	0.05885
8.6767	1000676833414065600	200068	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24001	0.09714	0.96590	0.03282	0.10002	0.99444	0.12135	0.09933	0.98763	0.30880	0.62889	61.15000	2.50342	6.32240	0.39596	2.43450	6.19585	0.39292	-0.20695	0.35589	-0.28535	-0.75200	0.38210	0.12972	-0.83377	0.37359	0.01089	-0.80567	0.37704	0.05939
8.6767	1000676833419071000	200069	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24118	0.09716	0.96561	0.03301	0.10006	0.99443	0.12202	0.09937	0.98754	0.30728	0.65062	61.15000	2.50342	6.32240	0.39596	2.43450	6.19585	0.39292	-0.20554	0.35587	-0.28593	-0.75128	0.38221	0.13068	-0.83369	0.37365	0.01106	-0.80534	0.37713	0.05997
8.6880	1000676833424078700	200070	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24216	0.09737	0.96534	0.03328	0.10030	0.99440	0.11992	0.09963	0.98777	0.30616	0.26656	61.15000	2.50249	6.32240	0.39581	2.43783	6.19585	0.39346	-0.20492	0.35586	-0.28706	-0.75068	0.38249	0.13150	-0.83359	0.37391	0.01132	-0.80640	0.37723	0.05817
8.6880	1000676833429086400	200071	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24331	0.09737	0.96505	0.03355	0.10033	0.99439	0.12063	0.09965	0.98768	0.30480	0.00000	61.15000	2.50249	6.32240	0.39581	2.43783	6.19585	0.39346	-0.20364	0.35584	-0.28754	-0.74997	0.38258	0.13244	-0.83348	0.37395	0.01156	-0.80605	0.37730	0.05878
8.6990	1000676833434094100	200072	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24479	0.09736	0.96468	0.03384	0.10036	0.99438	0.12125	0.09968	0.98760	0.30299	0.00000	61.15000	2.50090	6.32240	0.39556	2.44100	6.19585	0.39397	-0.20201	0.35585	-0.28834	-0.74915	0.38279	0.13351	-0.83344	0.37410	0.01166	-0.80583	0.37747	0.05917
8.6990	1000676833439101800	200073	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24647	0.09734	0.96425	0.03411	0.10038	0.99436	0.12179	0.09969	0.98754	0.30086	0.00000	61.15000	2.50090	6.32240	0.39556	2.44100	6.19585	0.39397	-0.20008	0.35580	-0.28926	-0.74810	0.38291	0.13489	-0.83333	0.37414	0.01191	-0.80555	0.37752	0.05964
8.7099	1000676833444157500	200074	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24826	0.09732	0.96379	0.03433	0.10041	0.99435	0.12232	0.09971	0.98747	0.29855	0.00000	61.15000	2.50045	6.32240	0.39549	2.44374	6.19585	0.39442	-0.19808	0.35571	-0.29034	-0.74719	0.38298	0.13612	-0.83340	0.37413	0.01185	-0.80548	0.37752	0.05985
8.7099	1000676833449148400	200075	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25003	0.09730	0.96334	0.03459	0.10043	0.99434	0.12278	0.09973	0.98741	0.29633	0.27750	61.15000	2.50045	6.32240	0.39549	2.44374	6.19585	0.39442	-0.19609	0.35566	-0.29133	-0.74608	0.38310	0.13757	-0.83330	0.37416	0.01208	-0.80525	0.37757	0.06024
8.7214	1000676833454156100	200076	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25178	0.09726	0.96288	0.03486	0.10043	0.99433	0.12319	0.09973	0.98736	0.29419	0.28161	61.15000	2.49998	6.32240	0.39542	2.44804	6.19585	0.39511	-0.19423	0.35548	-0.29231	-0.74506	0.38283	0.13896	-0.83325	0.37380	0.01228	-0.80511	0.37722	0.06056
8.7214	1000676833459163800	200077	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25339	0.09720	0.96247	0.03511	0.10042	0.99433	0.12354	0.09971	0.98732	0.29226	0.28450	61.15000	2.49998	6.32240	0.39542	2.44804	6.19585	0.39511	-0.19251	0.35542	-0.29319	-0.74404	0.38291	0.14028	-0.83315	0.37381	0.01251	-0.80494	0.37723	0.06087
8.7214	1000676833464171500	200078	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25489	0.09716	0.96208	0.03533	0.10041	0.99432	0.12380	0.09970	0.98729	0.29045	0.28260	61.15000	2.49998	6.32240	0.39542	2.44804	6.19585	0.39511	-0.19091	0.35537	-0.29403	-0.74310	0.38299	0.14150	-0.83306	0.37382	0.01271	-0.80480	0.37724	0.06110
8.7323	1000676833469179200	200079	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25623	0.09709	0.96173	0.03552	0.10038	0.99431	0.12400	0.09967	0.98726	0.28885	0.28398	61.15000	2.49999	6.32240	0.39542	2.45112	6.19585	0.39561	-0.18957	0.35526	-0.29482	-0.74243	0.38296	0.14241	-0.83313	0.37373	0.01267	-0.80487	0.37715	0.06107
8.7323	1000676833474203900	200080	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25755	0.09701	0.96138	0.03576	0.10034	0.99431	0.12422	0.09962	0.98724	0.28736	0.27984	61.15000	2.49999	6.32240	0.39542	2.45112	6.19585	0.39561	-0.18825	0.35520	-0.29551	-0.74160	0.38299	0.14348	-0.83303	0.37370	0.01289	-0.80476	0.37712	0.06126
8.7441	1000676833479228200	200081	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25872	0.09694	0.96108	0.03598	0.10029	0.99431	0.12448	0.09958	0.98721	0.28607	0.27318	61.15000	2.50027	6.32240	0.39546	2.45369	6.19585	0.39602	-0.18711	0.35510	-0.29609	-0.74090	0.38271	0.14443	-0.83297	0.37335	0.01308	-0.80467	0.37677	0.06147
8.7441	1000676833484235900	200082	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25981	0.09687	0.96079	0.03632	0.10024	0.99430	0.12481	0.09953	0.98718	0.28503	0.27510	61.15000	2.50027	6.32240	0.39546	2.45369	6.19585	0.39602	-0.18617	0.35507	-0.29652	-0.74021	0.38273	0.14532	-0.83283	0.37332	0.01339	-0.80451	0.37675	0.06177
8.7552	1000676833489246500	200083	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26080	0.09679	0.96053	0.03672	0.10019	0.99429	0.12521	0.09947	0.98713	0.28420	0.27880	61.15000	2.50069	6.32240	0.39553	2.45568	6.19585	0.39634	-0.18539	0.35497	-0.29687	-0.73964	0.38255	0.14604	-0.83271	0.37309	0.01364	-0.80435	0.37652	0.06202
8.7552	1000676833494257100	200084	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26177	0.09672	0.96027	0.03712	0.10015	0.99428	0.12562	0.09942	0.98708	0.28341	0.27539	61.15000	2.50069	6.32240	0.39553	2.45568	6.19585	0.39634	-0.18465	0.35494	-0.29716	-0.73902	0.38256	0.14682	-0.83254	0.37308	0.01401	-0.80415	0.37651	0.06237
8.7682	1000676833499267700	200085	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26265	0.09665	0.96004	0.03753	0.10009	0.99427	0.12602	0.09936	0.98704	0.28275	0.27072	61.15000	2.50136	6.32240	0.39563	2.45848	6.19585	0.39679	-0.18403	0.35481	-0.29735	-0.73839	0.38235	0.14768	-0.83232	0.37281	0.01454	-0.80389	0.37624	0.06287
8.7682	1000676833504278300	200086	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26345	0.09656	0.95983	0.03797	0.10002	0.99426	0.12649	0.09929	0.98699	0.28223	0.26096	61.15000	2.50136	6.32240	0.39563	2.45848	6.19585	0.39679	-0.18351	0.35479	-0.29749	-0.73787	0.38233	0.14834	-0.83213	0.37277	0.01494	-0.80365	0.37621	0.06328
8.7682	1000676833509288900	200087	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26425	0.09646	0.95962	0.03839	0.09994	0.99425	0.12690	0.09921	0.98694	0.28171	0.32541	61.15000	2.50136	6.32240	0.39563	2.45848	6.19585	0.39679	-0.18300	0.35476	-0.29765	-0.73736	0.38230	0.14899	-0.83195	0.37272	0.01533	-0.80344	0.37615	0.06365
8.7771	1000676833514317600	200088	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26496	0.09636	0.95943	0.03882	0.09986	0.99424	0.12732	0.09912	0.98690	0.28130	0.31912	61.15000	2.50198	6.32240	0.39573	2.46008	6.19585	0.39705	-0.18257	0.35465	-0.29771	-0.73688	0.38193	0.14964	-0.83175	0.37233	0.01579	-0.80321	0.37576	0.06409
8.7771	1000676833519331100	200089	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26562	0.09624	0.95926	0.03925	0.09975	0.99424	0.12771	0.09901	0.98686	0.28096	0.70231	61.15000	2.50198	6.32240	0.39573	2.46008	6.19585	0.39705	-0.18222	0.35462	-0.29778	-0.73645	0.38187	0.15019	-0.83156	0.37225	0.01619	-0.80301	0.37568	0.06444
8.7876	1000676833524324500	200090	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26620	0.09612	0.95911	0.03967	0.09964	0.99423	0.12807	0.09889	0.98682	0.28071	1.00000	61.15000	2.50278	6.32240	0.39586	2.46137	6.19585	0.39726	-0.18198	0.35447	-0.29776	-0.73608	0.38148	0.15077	-0.83139	0.37189	0.01668	-0.80283	0.37530	0.06487
8.7876	1000676833529338000	200091	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26674	0.09599	0.95898	0.04007	0.09952	0.99423	0.12840	0.09878	0.98679	0.28050	1.00000	61.15000	2.50278	6.32240	0.39586	2.46137	6.19585	0.39726	-0.18175	0.35444	-0.29779	-0.73573	0.38141	0.15121	-0.83122	0.37180	0.01705	-0.80266	0.37521	0.06515
8.7986	1000676833534351500	200092	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26722	0.09586	0.95885	0.04045	0.09940	0.99423	0.12874	0.09865	0.98676	0.28033	1.00000	61.15000	2.50363	6.32240	0.39599	2.46349	6.19585	0.39760	-0.18157	0.35434	-0.29777	-0.73539	0.38108	0.15168	-0.83104	0.37148	0.01747	-0.80246	0.37488	0.06553
8.7986	1000676833539365000	200093	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26768	0.09572	0.95874	0.04078	0.09926	0.99423	0.12902	0.09851	0.98674	0.28013	1.00000	61.15000	2.50363	6.32240	0.39599	2.46349	6.19585	0.39760	-0.18136	0.35430	-0.29780	-0.73510	0.38098	0.15205	-0.83090	0.37137	0.01778	-0.80232	0.37477	0.06578
8.8100	1000676833544381100	200094	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26811	0.09555	0.95864	0.04110	0.09910	0.99423	0.12934	0.09835	0.98671	0.27996	1.00000	61.15000	2.50454	6.32240	0.39614	2.46592	6.19585	0.39799	-0.18120	0.35412	-0.29778	-0.73487	0.38045	0.15245	-0.83081	0.37084	0.01810	-0.80221	0.37424	0.06610
8.8100	1000676833549439700	200095	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26852	0.09538	0.95854	0.04141	0.09893	0.99423	0.12958	0.09818	0.98670	0.27980	1.00000	61.15000	2.50454	6.32240	0.39614	2.46592	6.19585	0.39799	-0.18103	0.35407	-0.29780	-0.73460	0.38031	0.15279	-0.83067	0.37069	0.01840	-0.80208	0.37408	0.06632
8.8209	1000676833554455800	200096	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26888	0.09516	0.95846	0.04168	0.09872	0.99424	0.12977	0.09797	0.98669	0.27967	1.00000	61.15000	2.50558	6.32240	0.39630	2.46909	6.19585	0.39851	-0.18092	0.35395	-0.29780	-0.73439	0.37988	0.15313	-0.83058	0.37026	0.01870	-0.80201	0.37364	0.06654
8.8209	1000676833559415500	200097	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26921	0.09493	0.95839	0.04192	0.09848	0.99426	0.12997	0.09773	0.98669	0.27953	1.00000	61.15000	2.50558	6.32240	0.39630	2.46909	6.19585	0.39851	-0.18077	0.35388	-0.29782	-0.73417	0.37967	0.15341	-0.83048	0.37003	0.01893	-0.80190	0.37342	0.06673
8.8209	1000676833564429000	200098	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26948	0.09465	0.95834	0.04215	0.09820	0.99427	0.13015	0.09745	0.98669	0.27946	1.00000	61.15000	2.50558	6.32240	0.39630	2.46909	6.19585	0.39851	-0.18069	0.35381	-0.29781	-0.73400	0.37943	0.15365	-0.83037	0.36977	0.01916	-0.80181	0.37316	0.06690
8.8319	1000676833569461600	200099	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.26976	0.09434	0.95830	0.04236	0.09788	0.99430	0.13023	0.09714	0.98671	0.27935	1.00000	61.15000	2.50609	6.32240	0.39638	2.47054	6.19585	0.39874	-0.18062	0.35359	-0.29781	-0.73386	0.37875	0.15392	-0.83032	0.36908	0.01939	-0.80181	0.37246	0.06701
8.8319	1000676833574478100	200100	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27001	0.09400	0.95826	0.04258	0.09753	0.99432	0.13037	0.09679	0.98673	0.27929	1.00000	61.15000	2.50609	6.32240	0.39638	2.47054	6.19585	0.39874	-0.18054	0.35350	-0.29781	-0.73369	0.37843	0.15415	-0.83022	0.36874	0.01961	-0.80174	0.37212	0.06716
8.8433	1000676833579451900	200101	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27023	0.09362	0.95823	0.04278	0.09715	0.99435	0.13047	0.09641	0.98675	0.27924	1.00000	61.15000	2.50666	6.32240	0.39647	2.47153	6.19585	0.39890	-0.18048	0.35331	-0.29786	-0.73358	0.37784	0.15425	-0.83016	0.36813	0.01971	-0.80171	0.37150	0.06717
8.8433	1000676833584468400	200102	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27044	0.09320	0.95821	0.04294	0.09672	0.99439	0.13051	0.09598	0.98679	0.27917	1.00000	61.15000	2.50666	6.32240	0.39647	2.47153	6.19585	0.39890	-0.18042	0.35318	-0.29788	-0.73344	0.37743	0.15445	-0.83009	0.36771	0.01989	-0.80169	0.37108	0.06723
8.8543	1000676833589497100	200103	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27060	0.09276	0.95821	0.04309	0.09627	0.99442	0.13051	0.09554	0.98683	0.27914	1.00000	61.15000	2.50729	6.32240	0.39657	2.47221	6.19585	0.39901	-0.18044	0.35294	-0.29791	-0.73343	0.37665	0.15453	-0.83010	0.36692	0.01997	-0.80177	0.37028	0.06718
8.8543	1000676833594513600	200104	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27071	0.09229	0.95823	0.04316	0.09578	0.99447	0.13050	0.09505	0.98688	0.27907	1.00000	61.15000	2.50729	6.32240	0.39657	2.47221	6.19585	0.39901	-0.18038	0.35280	-0.29794	-0.73335	0.37618	0.15466	-0.83007	0.36643	0.02006	-0.80177	0.36979	0.06720
8.8655	1000676833599530100	200105	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27078	0.09177	0.95826	0.04317	0.09524	0.99452	0.13048	0.09452	0.98694	0.27899	1.00000	61.15000	2.50786	6.32240	0.39666	2.47277	6.19585	0.39910	-0.18035	0.35255	-0.29816	-0.73344	0.37531	0.15444	-0.83016	0.36556	0.01977	-0.80189	0.36891	0.06689
8.8655	1000676833604549300	200106	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27082	0.09120	0.95830	0.04313	0.09465	0.99458	0.13038	0.09393	0.98701	0.27890	1.00000	61.15000	2.50815	6.32240	0.39671	2.47304	6.19585	0.39914	-0.18028	0.35238	-0.29822	-0.73341	0.37474	0.15450	-0.83017	0.36496	0.01977	-0.80194	0.36831	0.06684
8.8766	1000676833609568500	200107	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27080	0.09061	0.95836	0.04301	0.09404	0.99464	0.13020	0.09332	0.98709	0.27878	1.00000	61.15000	2.50842	6.32240	0.39675	2.47330	6.19585	0.39919	-0.18026	0.35211	-0.29840	-0.73360	0.37389	0.15432	-0.83037	0.36409	0.01946	-0.80218	0.36744	0.06649
8.8766	1000676833614557900	200108	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27078	0.09002	0.95842	0.04286	0.09343	0.99470	0.13003	0.09272	0.98717	0.27864	1.00000	61.15000	2.50864	6.32240	0.39679	2.47362	6.19585	0.39924	-0.18016	0.35193	-0.29850	-0.73361	0.37330	0.15433	-0.83042	0.36347	0.01937	-0.80226	0.36682	0.06639
8.8879	1000676833619566600	200109	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27073	0.08942	0.95849	0.04269	0.09280	0.99477	0.12985	0.09210	0.98725	0.27849	1.00000	61.15000	2.50913	6.32240	0.39686	2.47443	6.19585	0.39937	-0.18012	0.35170	-0.29866	-0.73375	0.37250	0.15420	-0.83059	0.36267	0.01911	-0.80245	0.36602	0.06613
8.8879	1000676833624583100	200110	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27067	0.08887	0.95856	0.04252	0.09223	0.99483	0.12970	0.09153	0.98732	0.27836	1.00000	61.15000	2.50913	6.32240	0.39686	2.47443	6.19585	0.39937	-0.18002	0.35153	-0.29876	-0.73378	0.37195	0.15419	-0.83065	0.36209	0.01898	-0.80252	0.36544	0.06603
8.8879	1000676833629599600	200111	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.27060	0.08832	0.95863	0.04235	0.09166	0.99489	0.12955	0.09097	0.98739	0.27826	1.00000	61.15000	2.50913	6.32240	0.39686	2.47443	6.19585	0.39937	-0.17995	0.35137	-0.29883	-0.73382	0.37139	0.15416	-0.83072	0.36151	0.01887	-0.80259	0.36486	0.06593
